,row,col,StemTag,frac,Feb_B02,Feb_B03,Feb_B04,Feb_B05,Feb_B06,Feb_B07,Feb_B08,Feb_B8A,Feb_B11,Feb_B12,Mar_B02,Mar_B03,Mar_B04,Mar_B05,Mar_B06,Mar_B07,Mar_B08,Mar_B8A,Mar_B11,Mar_B12,Jun_B02,Jun_B03,Jun_B04,Jun_B05,Jun_B06,Jun_B07,Jun_B08,Jun_B8A,Jun_B11,Jun_B12,Jul_B02,Jul_B03,Jul_B04,Jul_B05,Jul_B06,Jul_B07,Jul_B08,Jul_B8A,Jul_B11,Jul_B12,Aug_B02,Aug_B03,Aug_B04,Aug_B05,Aug_B06,Aug_B07,Aug_B08,Aug_B8A,Aug_B11,Aug_B12,Sep_B02,Sep_B03,Sep_B04,Sep_B05,Sep_B06,Sep_B07,Sep_B08,Sep_B8A,Sep_B11,Sep_B12,Oct_B02,Oct_B03,Oct_B04,Oct_B05,Oct_B06,Oct_B07,Oct_B08,Oct_B8A,Oct_B11,Oct_B12,Nov_B02,Nov_B03,Nov_B04,Nov_B05,Nov_B06,Nov_B07,Nov_B08,Nov_B8A,Nov_B11,Nov_B12,status,BBD,BLD,year,crown_intact,crown_living,FAD,Apr_B02,Apr_B03,Apr_B04,Apr_B05,Apr_B06,Apr_B07,Apr_B08,Apr_B8A,Apr_B11,Apr_B12,Dec_B02,Dec_B03,Dec_B04,Dec_B05,Dec_B06,Dec_B07,Dec_B08,Dec_B8A,Dec_B11,Dec_B12,Jan_B02,Jan_B03,Jan_B04,Jan_B05,Jan_B06,Jan_B07,Jan_B08,Jan_B8A,Jan_B11,Jan_B12,May_B02,May_B03,May_B04,May_B05,May_B06,May_B07,May_B08,May_B8A,May_B11,May_B12
43,8,32,181617,0.2341652650489791,0.1185,0.1365,0.14,0.1738,0.238,0.2534,0.2696,0.2745,0.2246,0.1785,,,,,,,,,,,0.1667,0.1845,0.1532,0.2204,0.4241,0.4932,0.5231,0.5199,0.2793,0.1732,0.134,0.1513,0.1254,0.182,0.3905,0.4677,0.474,0.4866,0.2691,0.1679,0.1399,0.1537,0.1287,0.1808,0.3672,0.4384,0.4522,0.4608,0.2617,0.166,0.1201,0.1402,0.1186,0.1708,0.3399,0.4004,0.4098,0.4181,0.2479,0.1595,0.1154,0.1317,0.1401,0.1938,0.3065,0.3483,0.3595,0.3748,0.2428,0.1593,0.1156,0.1294,0.1332,0.1639,0.2241,0.2397,0.267,0.2725,0.239,0.1796,AU,0.0,0.0,2023,99.0,92.0,K,0.1201,0.1369,0.1423,0.1783,0.2436,0.2601,0.2802,0.2845,0.2468,0.1891,,,,,,,,,,,0.1366,0.1542,0.1596,0.1887,0.2589,0.2778,0.2951,0.2997,0.2056,0.1667,0.1377,0.1563,0.1483,0.2029,0.284,0.3067,0.3284,0.3299,0.2741,0.2019
44,9,34,191166,12.503828768148226,0.1097,0.1319,0.1308,0.1754,0.2482,0.2723,0.3012,0.2942,0.2289,0.1782,,,,,,,,,,,0.1658,0.1891,0.1583,0.2246,0.4215,0.4815,0.5024,0.5091,0.2787,0.1737,0.1367,0.157,0.1276,0.1862,0.3958,0.4674,0.459,0.4897,0.2683,0.1695,0.1396,0.1548,0.1302,0.1854,0.3729,0.4369,0.4346,0.4593,0.2608,0.1664,0.1218,0.1443,0.1208,0.1765,0.342,0.3981,0.3897,0.4205,0.2474,0.1592,0.1177,0.1393,0.1299,0.1944,0.3057,0.3417,0.3514,0.3752,0.2449,0.1622,0.1101,0.1291,0.1277,0.1663,0.2302,0.2534,0.2774,0.2862,0.2397,0.1796,AU,0.0,0.0,2023,35.0,29.0,"K,R,B,W",0.1147,0.135,0.1337,0.1799,0.2414,0.2622,0.2846,0.2856,0.2381,0.1822,,,,,,,,,,,0.127,0.1465,0.1462,0.2024,0.2803,0.305,0.3289,0.3248,0.2107,0.1653,0.1334,0.1575,0.1427,0.2052,0.2907,0.3141,0.3374,0.336,0.2652,0.1959
45,9,35,191166,0.4128235324712337,0.1151,0.1345,0.1365,0.1764,0.2508,0.2743,0.3096,0.2989,0.2278,0.1767,,,,,,,,,,,0.1751,0.1942,0.155,0.2267,0.4191,0.4752,0.4933,0.5035,0.2794,0.1745,0.1383,0.1584,0.1288,0.1867,0.3927,0.4617,0.4567,0.4849,0.2684,0.1699,0.1396,0.1576,0.1317,0.1856,0.3716,0.4319,0.44,0.4551,0.26,0.1664,0.1241,0.1445,0.1219,0.1764,0.3396,0.3928,0.3936,0.415,0.247,0.1593,0.1177,0.1405,0.1295,0.1915,0.3034,0.3388,0.3665,0.3706,0.2445,0.1624,0.1137,0.1302,0.1334,0.167,0.2327,0.2566,0.2865,0.2873,0.2385,0.1785,AU,0.0,0.0,2023,35.0,29.0,"K,R,B,W",0.1159,0.1368,0.1359,0.1821,0.2442,0.2651,0.2952,0.2912,0.2382,0.1821,,,,,,,,,,,0.1388,0.1583,0.1611,0.2058,0.2875,0.3087,0.3403,0.3307,0.2097,0.1645,0.1363,0.1607,0.1491,0.2069,0.293,0.3162,0.3456,0.3402,0.2677,0.1979
46,8,36,201050,3.428217632397183,0.1189,0.1325,0.134,0.1724,0.2518,0.267,0.2723,0.2955,0.2153,0.168,,,,,,,,,,,0.1727,0.1897,0.1538,0.2224,0.4131,0.4716,0.48,0.4932,0.2774,0.1741,0.1361,0.1531,0.1266,0.1814,0.3777,0.4496,0.4527,0.4727,0.2669,0.1683,0.1367,0.1499,0.128,0.1784,0.3621,0.4183,0.4325,0.4435,0.2551,0.1641,0.1223,0.1379,0.1191,0.1679,0.3261,0.3773,0.387,0.3978,0.2432,0.1583,0.1151,0.1287,0.1232,0.1773,0.2969,0.3371,0.3451,0.3579,0.2366,0.1571,0.1089,0.1252,0.1318,0.1626,0.2346,0.2523,0.258,0.2765,0.2278,0.1699,AU,0.0,0.0,2023,56.0,22.0,"K,F,DF",0.1184,0.1372,0.1423,0.1808,0.2499,0.2703,0.2899,0.3031,0.2416,0.1815,,,,,,,,,,,0.1352,0.1473,0.1484,0.1909,0.276,0.2824,0.2856,0.3206,0.1994,0.1582,0.137,0.1601,0.1513,0.2032,0.2923,0.3168,0.336,0.3437,0.2739,0.2031
47,7,34,191242,11.931092544491928,0.1036,0.1229,0.1203,0.163,0.2374,0.2599,0.27,0.2875,0.2102,0.1628,,,,,,,,,,,0.1631,0.1865,0.159,0.2171,0.4018,0.4587,0.4572,0.4854,0.2736,0.1717,0.1377,0.1522,0.1276,0.1797,0.3764,0.4475,0.4244,0.4691,0.2642,0.168,0.1375,0.1509,0.1297,0.1783,0.3536,0.4139,0.4027,0.4313,0.2546,0.1634,0.1207,0.1382,0.1212,0.1662,0.3158,0.3661,0.3574,0.3922,0.2408,0.1566,0.1162,0.1304,0.1219,0.1699,0.2883,0.3215,0.319,0.3471,0.2288,0.1528,0.1054,0.1259,0.1233,0.1567,0.2267,0.2498,0.271,0.2721,0.2228,0.1653,AU,0.0,0.0,2023,98.0,70.0,"K,DF",0.1087,0.129,0.1279,0.1728,0.2451,0.2696,0.271,0.2917,0.2345,0.1777,,,,,,,,,,,0.1124,0.1268,0.1274,0.1771,0.2533,0.2756,0.2745,0.2954,0.1964,0.1552,0.1289,0.1513,0.1361,0.1995,0.2848,0.3141,0.3191,0.336,0.2662,0.1933
48,7,35,191242,32.38034603369421,0.112,0.1295,0.127,0.1627,0.2442,0.2687,0.3009,0.2978,0.208,0.1593,,,,,,,,,,,0.1702,0.1871,0.1571,0.2171,0.3969,0.4491,0.4718,0.4747,0.2725,0.1718,0.1362,0.1529,0.1274,0.1798,0.3727,0.4425,0.4408,0.4643,0.2628,0.1678,0.1378,0.1522,0.1299,0.1772,0.3508,0.4049,0.4147,0.4248,0.2523,0.1628,0.1221,0.1382,0.1209,0.1649,0.31,0.3572,0.3631,0.3844,0.2393,0.1559,0.1155,0.1304,0.1217,0.1662,0.2847,0.3158,0.3337,0.3427,0.2266,0.152,0.1108,0.1271,0.1265,0.1552,0.2299,0.255,0.2889,0.274,0.2205,0.1627,AU,0.0,0.0,2023,98.0,70.0,"K,DF",0.1124,0.1357,0.1362,0.173,0.2499,0.2774,0.3008,0.2996,0.2334,0.1758,,,,,,,,,,,0.1222,0.1368,0.1341,0.177,0.2582,0.2798,0.2999,0.303,0.1958,0.153,0.1336,0.1595,0.1478,0.2,0.289,0.3206,0.3449,0.3423,0.2665,0.1928
49,8,34,191242,0.0055501185238536095,0.1062,0.1252,0.123,0.1689,0.2412,0.2647,0.2742,0.2926,0.2189,0.1697,,,,,,,,,,,0.1599,0.1831,0.1606,0.2195,0.4097,0.4686,0.4748,0.4959,0.2762,0.1725,0.1378,0.1541,0.1273,0.1816,0.3827,0.4552,0.4348,0.4774,0.266,0.1689,0.1393,0.1515,0.1297,0.181,0.3614,0.4238,0.408,0.4416,0.2571,0.1644,0.1204,0.1386,0.1205,0.17,0.326,0.3774,0.3598,0.4026,0.2433,0.1576,0.1161,0.1308,0.1239,0.1786,0.2964,0.3305,0.3154,0.3589,0.2353,0.1564,0.1064,0.1248,0.1236,0.1604,0.2293,0.2519,0.2507,0.2784,0.2308,0.1716,AU,0.0,0.0,2023,98.0,70.0,"K,DF",0.113,0.129,0.129,0.1767,0.2442,0.268,0.2778,0.2906,0.2389,0.1815,,,,,,,,,,,0.1194,0.1353,0.1353,0.19,0.2666,0.2882,0.2938,0.309,0.2024,0.1596,0.1292,0.1495,0.1377,0.2039,0.2878,0.3162,0.3228,0.3387,0.2683,0.1961
50,8,35,191242,0.4065171632200258,0.1162,0.1311,0.1307,0.1691,0.2455,0.2693,0.2915,0.3004,0.2167,0.1668,,,,,,,,,,,0.1716,0.1865,0.1565,0.2201,0.4065,0.462,0.477,0.488,0.2762,0.1731,0.1373,0.1543,0.1278,0.1815,0.3794,0.4501,0.4434,0.4734,0.2655,0.1689,0.1385,0.153,0.1292,0.18,0.3603,0.4172,0.42,0.4365,0.2555,0.164,0.1222,0.1386,0.1202,0.1689,0.3218,0.3699,0.3691,0.3959,0.2425,0.1574,0.1154,0.1323,0.1245,0.1743,0.2948,0.3275,0.3462,0.3557,0.2342,0.1561,0.1118,0.1273,0.1299,0.1601,0.2323,0.2561,0.2675,0.2798,0.2292,0.1698,AU,0.0,0.0,2023,98.0,70.0,"K,DF",0.1135,0.1322,0.1325,0.1778,0.2466,0.2722,0.2952,0.2977,0.239,0.1804,,,,,,,,,,,0.1291,0.1448,0.1443,0.191,0.2714,0.2893,0.3052,0.315,0.2013,0.1577,0.1339,0.1562,0.1472,0.2047,0.2905,0.3194,0.3407,0.3438,0.2698,0.1975
51,31,61,331456,16.489520846478527,0.1514,0.16,0.1656,0.196,0.2517,0.2641,0.2739,0.285,0.2246,0.1808,,,,,,,,,,,0.1715,0.186,0.1551,0.2249,0.4507,0.5304,0.5356,0.5622,0.2968,0.1786,0.1359,0.1489,0.1277,0.1799,0.4072,0.4928,0.4651,0.5122,0.2797,0.1726,0.1366,0.1494,0.1278,0.1722,0.3838,0.4506,0.4474,0.4817,0.2749,0.17,0.1229,0.1367,0.1191,0.1633,0.3435,0.4078,0.402,0.4292,0.2638,0.1643,0.1145,0.1327,0.1234,0.1732,0.3207,0.3642,0.3756,0.3942,0.2519,0.1615,0.1105,0.1276,0.1388,0.168,0.2178,0.2337,0.2491,0.2675,0.2543,0.1901,AU,0.0,0.0,2023,98.0,97.0,K,0.1351,0.1521,0.16,0.1925,0.246,0.2601,0.2765,0.2871,0.2748,0.2068,,,,,,,,,,,0.1376,0.1447,0.1512,0.1822,0.2437,0.2608,0.2636,0.2819,0.2305,0.1845,0.1376,0.1573,0.1544,0.2105,0.2794,0.2984,0.3117,0.325,0.3126,0.2314
52,48,41,240109,1.7192712428087884,0.2015,0.2126,0.221,0.2394,0.2773,0.2804,0.2912,0.2943,0.2101,0.176,,,,,,,,,,,0.1747,0.1843,0.1548,0.2146,0.4663,0.5724,0.5797,0.6077,0.2881,0.1708,0.1359,0.1479,0.1306,0.1783,0.4116,0.5151,0.506,0.5402,0.28,0.1684,0.1358,0.1457,0.126,0.1672,0.3845,0.473,0.4751,0.5045,0.2712,0.1655,0.1222,0.1357,0.1189,0.1579,0.3582,0.44,0.4477,0.465,0.2629,0.163,0.1164,0.1318,0.1193,0.1683,0.3414,0.4094,0.4287,0.4373,0.2565,0.1603,0.1127,0.1347,0.1687,0.2052,0.2407,0.2746,0.3235,0.3319,0.3114,0.2188,AU,0.0,0.0,2023,99.0,99.0,F,0.1393,0.1617,0.189,0.2134,0.2508,0.2722,0.2953,0.3036,0.3305,0.2538,,,,,,,,,,,0.1942,0.1948,0.2011,0.2271,0.2587,0.2701,0.2796,0.2945,0.2119,0.1807,0.1492,0.1801,0.1791,0.2385,0.302,0.326,0.3558,0.3551,0.3579,0.2621
53,49,41,240109,26.13379549004658,0.1831,0.1968,0.2036,0.2472,0.2796,0.2837,0.2817,0.2983,0.2105,0.1772,,,,,,,,,,,0.1729,0.1855,0.1533,0.2149,0.4701,0.5732,0.5536,0.6051,0.2876,0.1712,0.1344,0.1465,0.1303,0.1779,0.41,0.5129,0.4902,0.5376,0.2795,0.1677,0.1351,0.1435,0.1264,0.1669,0.3856,0.4762,0.457,0.5022,0.2709,0.1653,0.1211,0.1311,0.1174,0.1569,0.3547,0.4332,0.4122,0.4597,0.2619,0.1621,0.1135,0.1264,0.1177,0.1657,0.3389,0.4059,0.3811,0.4323,0.2539,0.1593,0.1092,0.131,0.1609,0.2068,0.2423,0.2746,0.2987,0.3361,0.3089,0.2171,AU,0.0,0.0,2023,99.0,99.0,F,0.1311,0.1513,0.1723,0.2159,0.2507,0.2716,0.2803,0.303,0.3339,0.2576,,,,,,,,,,,0.196,0.1957,0.2038,0.2366,0.2671,0.2775,0.2939,0.3023,0.2129,0.1822,0.1458,0.1744,0.1701,0.2397,0.3025,0.3246,0.3412,0.3536,0.3564,0.2622
54,49,42,240109,24.0660309386533,0.2078,0.2179,0.2275,0.2543,0.2875,0.2899,0.3021,0.3038,0.2107,0.1776,,,,,,,,,,,0.1724,0.1823,0.1525,0.2166,0.473,0.5775,0.5703,0.6105,0.2896,0.1727,0.1354,0.1475,0.1296,0.1773,0.411,0.5153,0.4952,0.5397,0.281,0.1686,0.1371,0.1446,0.1264,0.1682,0.3882,0.48,0.4699,0.5081,0.2728,0.1658,0.1215,0.1334,0.118,0.1574,0.3578,0.437,0.4184,0.4615,0.2627,0.1624,0.1141,0.1305,0.1188,0.1699,0.3404,0.4092,0.4082,0.436,0.2556,0.1595,0.1136,0.1394,0.1742,0.2106,0.2459,0.2763,0.337,0.3389,0.3147,0.2226,AU,0.0,0.0,2023,99.0,99.0,F,0.1365,0.1576,0.1862,0.2209,0.2562,0.2782,0.2994,0.3074,0.3354,0.2589,,,,,,,,,,,0.2188,0.2217,0.2283,0.2432,0.2758,0.2832,0.3086,0.3072,0.2132,0.1832,0.1465,0.172,0.1729,0.2395,0.3057,0.3297,0.3455,0.3581,0.3573,0.2627
55,45,28,170750,1.489809175067688,0.2481,0.2515,0.2581,0.2815,0.3169,0.3225,0.345,0.3402,0.2066,0.1735,,,,,,,,,,,0.1762,0.1902,0.1607,0.2226,0.488,0.588,0.6238,0.6265,0.2975,0.1748,0.136,0.1494,0.1256,0.1738,0.4219,0.527,0.5308,0.5422,0.2797,0.1684,0.1379,0.1496,0.1278,0.1703,0.3987,0.4953,0.5166,0.5171,0.2783,0.169,0.1237,0.1387,0.1199,0.1642,0.3721,0.4538,0.4689,0.482,0.2704,0.1654,0.1159,0.1354,0.1205,0.1695,0.3564,0.4232,0.4435,0.4542,0.2626,0.1626,0.1161,0.1382,0.1687,0.2043,0.2491,0.2828,0.3251,0.3358,0.3071,0.2172,AU,0.0,0.0,2023,98.0,88.0,"F,DF",0.1422,0.1685,0.2031,0.2389,0.2817,0.3044,0.3358,0.3426,0.3509,0.2659,,,,,,,,,,,0.2023,0.2098,0.2125,0.2415,0.2773,0.2893,0.3102,0.315,0.2075,0.1765,0.1524,0.1811,0.19,0.2585,0.3262,0.3488,0.3759,0.3815,0.3802,0.2742
56,46,28,170750,9.49666979173849,0.2461,0.2556,0.2608,0.2872,0.3232,0.3239,0.3463,0.3388,0.202,0.1707,,,,,,,,,,,0.179,0.1926,0.1566,0.2235,0.4884,0.5907,0.6195,0.6231,0.2984,0.1755,0.1357,0.1486,0.1257,0.1732,0.4222,0.5263,0.5207,0.5434,0.2806,0.1691,0.1375,0.1484,0.1277,0.1698,0.3974,0.4881,0.496,0.5147,0.2778,0.169,0.124,0.1383,0.1199,0.1632,0.3675,0.4485,0.4583,0.4756,0.2697,0.1654,0.1161,0.1338,0.1207,0.1693,0.3503,0.4161,0.4302,0.446,0.2618,0.1627,0.1141,0.1334,0.161,0.1975,0.2388,0.2703,0.3047,0.3234,0.301,0.214,AU,0.0,0.0,2023,98.0,88.0,"F,DF",0.1433,0.1667,0.2021,0.2431,0.2855,0.3077,0.3348,0.343,0.3487,0.2651,,,,,,,,,,,0.2035,0.2101,0.2108,0.237,0.2745,0.2869,0.3114,0.3082,0.2028,0.1728,0.1508,0.1791,0.1854,0.2587,0.3268,0.3517,0.3753,0.3835,0.3845,0.2777
57,44,26,160836,1.5074110497026574,0.2132,0.2252,0.2332,0.2631,0.3199,0.3339,0.3634,0.3549,0.2153,0.1763,,,,,,,,,,,0.1716,0.1828,0.1572,0.2205,0.4666,0.5642,0.5729,0.5889,0.2906,0.1736,0.1353,0.1494,0.1258,0.173,0.4091,0.5081,0.503,0.5303,0.2777,0.1681,0.1372,0.1482,0.1281,0.1734,0.3946,0.478,0.4818,0.5046,0.2742,0.1677,0.123,0.1375,0.1191,0.1642,0.364,0.4356,0.4329,0.4523,0.264,0.1636,0.1156,0.1338,0.1209,0.174,0.341,0.4059,0.4116,0.4353,0.2599,0.1622,0.1169,0.1359,0.1555,0.196,0.2455,0.2722,0.3222,0.3224,0.2997,0.2144,AU,0.0,0.0,2023,97.0,72.0,K,0.1441,0.1668,0.1952,0.2319,0.2875,0.308,0.346,0.3482,0.328,0.2462,,,,,,,,,,,0.1899,0.2002,0.2018,0.2289,0.2905,0.3075,0.3389,0.3342,0.2198,0.181,0.1517,0.1816,0.1866,0.2509,0.3276,0.3518,0.3799,0.3849,0.3678,0.2668
58,44,27,160836,0.7602909283529679,0.2119,0.2247,0.2303,0.2625,0.3122,0.3258,0.3604,0.3457,0.2141,0.1772,,,,,,,,,,,0.1706,0.1852,0.158,0.2209,0.4761,0.5736,0.6002,0.6022,0.292,0.1735,0.1351,0.15,0.1253,0.1735,0.4127,0.5127,0.5158,0.5327,0.2781,0.1677,0.1375,0.1478,0.1275,0.1721,0.3959,0.4864,0.498,0.5085,0.2752,0.1676,0.1234,0.1379,0.119,0.1641,0.3677,0.4424,0.4487,0.4661,0.2662,0.1637,0.1165,0.1356,0.1203,0.1712,0.3478,0.4144,0.4405,0.4441,0.2602,0.1617,0.1181,0.1396,0.1695,0.2025,0.2504,0.2828,0.3465,0.3335,0.3036,0.2152,AU,0.0,0.0,2023,97.0,72.0,K,0.1438,0.1659,0.1977,0.2326,0.2836,0.3063,0.3467,0.3452,0.3355,0.252,,,,,,,,,,,0.1901,0.2029,0.2043,0.2322,0.285,0.3021,0.332,0.3277,0.2176,0.181,0.1523,0.1817,0.1873,0.2514,0.3256,0.3491,0.38,0.3826,0.3691,0.2665
59,42,27,170920,4.996597420887504,0.1544,0.1682,0.1745,0.2205,0.2868,0.3061,0.3223,0.3231,0.2226,0.179,,,,,,,,,,,0.1772,0.1883,0.1532,0.2154,0.4599,0.5553,0.5652,0.5834,0.2869,0.1715,0.1352,0.1491,0.1248,0.1719,0.4039,0.5002,0.4934,0.5225,0.2742,0.1662,0.1375,0.1478,0.1274,0.1711,0.3848,0.4695,0.4717,0.4947,0.27,0.1656,0.1234,0.1384,0.1198,0.1616,0.3553,0.426,0.4297,0.4503,0.2614,0.1618,0.1159,0.1328,0.121,0.1678,0.3382,0.3991,0.4138,0.4262,0.2548,0.1591,0.1139,0.1325,0.1592,0.1941,0.2426,0.2718,0.3199,0.3213,0.2896,0.2061,AU,0.0,0.0,2023,96.0,94.0,"K,F",0.1275,0.1486,0.1569,0.2074,0.2753,0.297,0.3259,0.3284,0.3053,0.2285,,,,,,,,,,,0.1536,0.1639,0.1696,0.206,0.2693,0.2889,0.3151,0.3152,0.2237,0.1826,0.1415,0.1676,0.16,0.2329,0.3152,0.339,0.3549,0.3661,0.3368,0.2422
60,42,28,170920,16.891120067691705,0.1791,0.1922,0.1964,0.2305,0.2862,0.3017,0.3217,0.3197,0.2178,0.1781,,,,,,,,,,,0.1789,0.1864,0.153,0.2165,0.4695,0.5687,0.5842,0.5939,0.2868,0.1711,0.1343,0.148,0.1251,0.1714,0.4068,0.5072,0.5091,0.5283,0.2745,0.1651,0.1373,0.1479,0.1276,0.1695,0.386,0.478,0.488,0.5004,0.2702,0.165,0.1238,0.1367,0.12,0.1607,0.3616,0.4363,0.4434,0.4618,0.2626,0.1616,0.1157,0.1305,0.1171,0.1639,0.3412,0.4048,0.4188,0.4342,0.2555,0.158,0.115,0.135,0.1651,0.2024,0.2468,0.2823,0.3332,0.3363,0.2942,0.2071,AU,0.0,0.0,2023,96.0,94.0,"K,F",0.1343,0.1541,0.1746,0.2151,0.2742,0.2997,0.3247,0.3267,0.315,0.2373,,,,,,,,,,,0.1707,0.1794,0.1848,0.2136,0.2703,0.2866,0.3079,0.3095,0.2179,0.1812,0.1451,0.1732,0.1703,0.2377,0.3142,0.3379,0.3593,0.3679,0.3466,0.2486
61,41,21,140377,0.1225941734852616,0.1375,0.1551,0.1558,0.1861,0.2406,0.2526,0.2654,0.2737,0.2075,0.1681,,,,,,,,,,,0.1766,0.1869,0.1551,0.2187,0.4217,0.5037,0.5142,0.526,0.2798,0.1744,0.1372,0.15,0.1283,0.1716,0.3793,0.4576,0.4513,0.4734,0.2666,0.168,0.1385,0.1483,0.1283,0.1704,0.3621,0.4385,0.4522,0.456,0.2607,0.165,0.125,0.1396,0.1213,0.1624,0.3397,0.4011,0.4203,0.4245,0.2527,0.1609,0.1185,0.1374,0.1216,0.1671,0.3248,0.382,0.4148,0.4161,0.2496,0.1605,0.111,0.13,0.1416,0.1646,0.2091,0.2328,0.2654,0.2696,0.253,0.1879,AU,1.0,1.0,2023,80.0,51.0,"K,B,LF",0.143,0.1546,0.1631,0.1928,0.247,0.2648,0.286,0.2848,0.2455,0.1912,,,,,,,,,,,0.1283,0.1367,0.1363,0.1652,0.2257,0.2441,0.2475,0.2572,0.2064,0.1696,0.1378,0.1611,0.1559,0.2105,0.2829,0.308,0.3279,0.3318,0.3023,0.2208
62,41,22,140377,5.626165721429496,0.1341,0.1519,0.1536,0.1887,0.2509,0.2637,0.2797,0.2853,0.2146,0.1727,,,,,,,,,,,0.1696,0.1853,0.1516,0.2167,0.4306,0.515,0.5297,0.5362,0.2817,0.1739,0.1357,0.1495,0.1261,0.1719,0.3886,0.4703,0.4691,0.4882,0.269,0.167,0.1371,0.1466,0.1268,0.1698,0.3709,0.446,0.4575,0.4664,0.2628,0.1652,0.1239,0.1383,0.1197,0.1615,0.3442,0.408,0.421,0.4286,0.2567,0.1617,0.1156,0.1337,0.1189,0.1671,0.3294,0.3895,0.4117,0.4211,0.2529,0.1615,0.1091,0.1276,0.1389,0.1663,0.2132,0.2336,0.2628,0.2709,0.2578,0.1917,AU,1.0,1.0,2023,80.0,51.0,"K,B,LF",0.1312,0.1463,0.1539,0.1882,0.249,0.2666,0.2869,0.2965,0.2578,0.1981,,,,,,,,,,,0.1284,0.1406,0.1423,0.1738,0.2303,0.2499,0.2648,0.2748,0.2149,0.1752,0.1386,0.1605,0.1561,0.2147,0.2899,0.3139,0.335,0.3396,0.3074,0.2239
63,40,20,130286,13.726068991845338,0.1627,0.1759,0.1759,0.199,0.2423,0.2507,0.2655,0.2694,0.2019,0.166,,,,,,,,,,,0.1725,0.1862,0.1552,0.2208,0.4333,0.5205,0.5565,0.5445,0.2811,0.1746,0.1358,0.1468,0.1258,0.1709,0.3836,0.4679,0.4887,0.4847,0.2681,0.1684,0.1354,0.1459,0.1267,0.1704,0.365,0.4485,0.4685,0.4643,0.2624,0.1656,0.123,0.1352,0.1188,0.1625,0.3437,0.4091,0.4271,0.4349,0.2543,0.1613,0.1157,0.1317,0.1189,0.167,0.3298,0.3876,0.4046,0.4207,0.2508,0.1604,0.1102,0.1259,0.1452,0.1691,0.2104,0.2356,0.2646,0.2769,0.2606,0.1921,AU,0.0,0.0,2023,100.0,100.0,K,0.162,0.1782,0.186,0.2034,0.2466,0.265,0.2855,0.283,0.2509,0.1975,,,,,,,,,,,0.1428,0.1486,0.1456,0.169,0.2231,0.2358,0.241,0.2514,0.2022,0.1682,0.1447,0.1673,0.1695,0.2163,0.2844,0.3077,0.3271,0.3339,0.3126,0.2296
64,40,21,130286,4.391923177305773,0.1569,0.17,0.1742,0.1978,0.2474,0.2576,0.2815,0.2773,0.2079,0.1698,,,,,,,,,,,0.1718,0.1885,0.155,0.2201,0.4375,0.5248,0.5741,0.5493,0.2825,0.1743,0.1353,0.1497,0.1257,0.1712,0.3879,0.4735,0.4939,0.4919,0.2694,0.1679,0.1364,0.1474,0.1271,0.1701,0.369,0.4501,0.4736,0.4686,0.2638,0.1656,0.124,0.1372,0.1195,0.1621,0.3447,0.4108,0.4366,0.4377,0.2567,0.1616,0.1181,0.1354,0.1196,0.1674,0.3334,0.3908,0.4119,0.4232,0.253,0.1612,0.1116,0.1301,0.1419,0.1696,0.2133,0.2374,0.2635,0.2788,0.2639,0.1945,AU,0.0,0.0,2023,100.0,100.0,K,0.1589,0.1703,0.1825,0.2009,0.2497,0.2683,0.299,0.2898,0.2557,0.1997,,,,,,,,,,,0.1361,0.144,0.1449,0.1706,0.2264,0.2415,0.2594,0.2611,0.2089,0.1726,0.143,0.1651,0.1637,0.2167,0.2874,0.3116,0.3342,0.3378,0.3135,0.229
65,38,19,130332,2.20291930663512,0.178,0.1959,0.1955,0.2155,0.2668,0.2837,0.3117,0.2978,0.2051,0.1698,,,,,,,,,,,0.18,0.1907,0.1568,0.2228,0.438,0.5214,0.5506,0.5482,0.2805,0.1737,0.1372,0.1507,0.1269,0.1726,0.3956,0.4867,0.4874,0.5088,0.2709,0.1677,0.1371,0.1507,0.129,0.1719,0.3745,0.4544,0.4661,0.4788,0.2636,0.1666,0.1233,0.1385,0.1216,0.1629,0.3444,0.4134,0.4238,0.4375,0.257,0.1626,0.1152,0.1325,0.1183,0.1695,0.3284,0.3887,0.383,0.4085,0.251,0.16,0.1132,0.129,0.1456,0.1802,0.2276,0.2542,0.2776,0.2954,0.2737,0.1989,AU,0.0,0.0,2023,99.0,96.0,K,0.1328,0.1519,0.1751,0.2043,0.2522,0.2753,0.3097,0.302,0.2844,0.2224,,,,,,,,,,,0.1487,0.1597,0.1617,0.1828,0.2401,0.2558,0.2818,0.2718,0.2066,0.1715,0.1471,0.1689,0.1735,0.2284,0.293,0.3194,0.3447,0.3457,0.334,0.2453
