OBJECTID,StemTag,quadrat,subquadrat,sp,lx,ly,previous_dbh,status_2023,notes_2023,fad_2023,wound_2023,rot_2023,canker_2023,tag,UTMX,UTMY,status_2024,wound_2024,rot_2024,canker_2024,crown_living,crown_intact,crown_position,fad_2024,fad_choices,liana_load,lean_angle,dead_resprout,crown_check,lean_direction,comment_mortality_2024,mort_census,GlobalID,CreationDate,Creator,EditDate,Editor,x,y
10995,142029,1424,12,fagugr,9.53,5.79,10.8,AU,NA,"B,W",3,NA,NA,142029,731861.53201,4713699.789,AU,3,NA,NA,90,95,1,"B,W,LF",LF,NA,NA,NA,NA,NA,NA,finished,5c22749a-00ae-45ca-8cb8-9956194ce5f5,2024-07-03T17:50:17Z,shuej21,2024-07-15T17:58:56Z,dcayetano_ufl,-72.1763959846059,42.5409070344968
11004,142066,1424,21,fagugr,0.15,6.99,26.4,AU,NA,"K,W,R",2,2,3,142066,731862.146,4713690.98901,AU,2,2,3,94,98,2,"K,W,R",R,NA,NA,NA,NA,NA,NA,finished,32ce4b57-8acd-4963-8890-d81b55eeae19,2024-07-03T17:50:17Z,shuej21,2024-07-15T18:10:46Z,dcayetano_ufl,-72.1763920859175,42.5408276949442
11007,142085,1424,21,fagugr,8.05,6.59,16,AU,NA,K,NA,NA,1,142085,731870.052,4713690.595,AU,NA,NA,1,100,100,2,"K,LF",LF,NA,NA,NA,NA,NA,NA,finished,171095f3-7248-4c8a-b6dc-3692674d14f3,2024-07-03T17:50:17Z,shuej21,2024-07-15T18:16:44Z,dcayetano_ufl,-72.1762960802682,42.5408217797682
11008,142087,1424,21,fagugr,6.9,5.41,26.2,AU,NA,"K,R,W",2,2,2,142087,731868.90302,4713689.40601,AU,2,1,1,96,98,1,"K,W,R",R,NA,NA,NA,NA,NA,Canker  n rot overestimated last time,finished,8d521704-4d41-455a-a999-01079a0260c1,2024-07-03T17:50:17Z,shuej21,2024-07-15T18:19:00Z,dcayetano_ufl,-72.1763105386527,42.5408114293671
11168,150424,1504,22,fagugr,8.96,0.36,11.4,DS,BBD,"K,F,I",NA,NA,NA,150424,731890.957,4713294.3584,DS,NA,NA,NA,0,37,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,e58cfecb-e87f-4abf-8370-f85b50e9495e,2024-07-03T17:50:17Z,shuej21,2024-07-15T14:33:37Z,johnson.daniel_ufl,-72.1762025270195,42.5372514157384
11173,150451,1504,21,fagugr,9.23,8.31,12.2,AU,scale visible,I,NA,NA,NA,150451,731891.22601,4713292.3148,A,NA,NA,NA,94,100,2,NA,NA,NA,NA,NA,NA,NA,Some beech leaf disease but not enough to code,finished,08a9c5cb-ebbd-4f25-b32e-eeda2c62d710,2024-07-03T17:50:17Z,shuej21,2024-07-15T14:32:22Z,johnson.daniel_ufl,-72.1762000845003,42.5372329530024
11183,150496,1505,11,fagugr,9.71,5.33,23.1,AU,Scale visible,I,NA,NA,NA,150496,731881.70801,4713309.3275,AU,NA,NA,NA,100,100,2,"I,F",F,NA,NA,NA,NA,NA,BBD,finished,689f6802-27da-466b-847c-d44846698c18,2024-07-03T17:50:17Z,shuej21,2024-07-15T15:04:22Z,johnson.daniel_ufl,-72.1763089504312,42.5373888353
11211,150619,1505,21,fagugr,6.07,1.23,13.3,A,NA,NA,NA,NA,NA,150619,731888.06699,4713305.2287,A,NA,NA,NA,100,100,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,1a71cf54-1776-431f-a176-bc3a5a85463d,2024-07-03T17:50:17Z,shuej21,2024-07-15T14:52:24Z,johnson.daniel_ufl,-72.1762332691652,42.5373500598606
11212,150624,1506,11,fagugr,0.54,2.96,10.3,AU,BBD,"K,I,DF",NA,NA,NA,150624,731872.54501,4713326.96,AU,NA,NA,2,60,80,3,"K,DF",DF,NA,NA,NA,NA,NA,BBD,finished,4c6cfffa-37d6-42a4-8740-76ea3cd1acfa,2024-07-03T17:50:17Z,shuej21,2024-07-16T12:38:11Z,johnson.daniel_ufl,-72.1764132475307,42.5375501852441
11285,150828,1507,21,fagugr,3.64,5.83,16.5,DS,NA,"K,DF",NA,NA,NA,150828,731885.638,4713349.83,DS,NA,NA,NA,0,39,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,6d07c9d4-67c0-4437-8e8a-1b1da7c52463,2024-07-03T17:50:17Z,shuej21,2024-07-16T13:33:30Z,johnson.daniel_ufl,-72.1762447226851,42.5377519707121
11313,150885,1508,22,fagugr,3.12,5.29,21.2,AU,And BBD,"R,K,W,I",2,2,NA,150885,731885.12299,4713379.29201,AU,2,2,3,55,62,2,"K,W,R",R,NA,NA,NA,NA,NA,NA,finished,1d732737-b7de-4e55-9871-5a60561953ed,2024-07-03T17:50:17Z,shuej21,2024-07-16T14:23:23Z,johnson.daniel_ufl,-72.1762390372476,42.5380171316083
11549,151427,1516,11,fagugr,9.79,7.85,39.5,DS,BBD,"K,F,R",NA,2,NA,151427,731881.793,4713531.85199,DS,NA,NA,NA,0,43,3,NA,NA,NA,NA,NA,NA,NA,NA,finished,86114c82-c851-4d52-aa1c-16d2eb20f343,2024-07-03T17:50:17Z,shuej21,2024-07-16T15:17:39Z,j.bouchard_ufl,-72.1762176600388,42.5393903866668
11599,151557,1517,22,fagugr,6.92,2.81,11.2,AU,BBD,K,NA,NA,2,151557,731888.92099,4713556.81299,AU,NA,NA,3,85,87,1,K,K,NA,NA,NA,NA,NA,BBD,finished,65aa3348-4de7-4fb6-8e4a-50e4ef99cd5c,2024-07-03T17:50:17Z,shuej21,2024-07-16T14:22:48Z,j.bouchard_ufl,-72.1761208351259,42.5396127694336
11618,151613,1518,12,fagugr,0.34,4.88,43,AU,BBD,"K,F,I,DF",NA,NA,2,151613,731872.33701,4713578.88199,AU,3,2,3,65,84,3,"K,R,I,DF,W",W,NA,NA,NA,NA,NA,BBD,finished,7c1defa2-440a-49a7-a6f9-5ac86a329d01,2024-07-03T17:50:17Z,shuej21,2024-07-16T13:44:22Z,j.bouchard_ufl,-72.1763136001112,42.53981625193
11624,151638,1518,22,fagugr,7.31,9.24,19.1,DS,NA,"K,F",NA,NA,NA,151638,731889.31201,4713583.23801,DS,NA,NA,NA,0,36,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,ef8fa509-c862-47d4-bd19-f936bf1d2723,2024-07-03T17:50:17Z,shuej21,2024-07-16T13:29:18Z,j.bouchard_ufl,-72.1761053598485,42.5398503410145
11628,151649,1518,22,fagugr,9.72,7.77,NA,DS,NA,NA,NA,NA,NA,151649,731891.716,4713581.77399,DS,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,77659de3-6235-44fc-b378-563365d7506f,2024-07-03T17:50:17Z,shuej21,2024-07-16T13:31:31Z,j.bouchard_ufl,-72.1760767125741,42.5398364520132
11675,151835,1519,21,fagugr,7.24,0.17,15.4,AU,BBD,"K,F",NA,NA,NA,151835,731889.241,4713584.17401,AU,NA,2,3,29,83,1,"K,R,DF",DF,NA,NA,NA,NA,NA,NA,finished,4e0f008e-25e2-4a19-bff1-bc835ba07bed,2024-07-03T17:50:17Z,shuej21,2024-07-16T13:30:37Z,j.bouchard_ufl,-72.176105844040407,42.5398587820363
11689,151928,1520,22,fagugr,5.11,2,16.5,AU,BBD,"K,F,I",NA,NA,NA,151928,731887.10599,4713616.00299,AU,NA,2,3,79,94,2,"K,R,DF,LF",LF,NA,NA,NA,NA,NA,BBD,finished,8ef79f74-4e03-4863-9ce0-167a8ee4550b,2024-07-03T17:50:17Z,shuej21,2024-07-15T20:49:39Z,j.bouchard_ufl,-72.1761189010531,42.5401457198393
11690,151929,1520,22,fagugr,5.03,3.24,10.7,DS,BBD and broken stem,"B,K,F",NA,NA,2,151929,731887.026,4713617.24399,DS,2,1,2,0,8,1,"B,W,K,R",R,NA,NA,NA,NA,NA,BBD,finished,e4d3fdb0-1db4-41aa-97de-db1c5b4fb48a,2024-07-03T17:50:17Z,shuej21,2024-07-15T20:46:37Z,j.bouchard_ufl,-72.176119370872,42.5401569063077
11691,151930,1520,22,fagugr,6.58,3.18,10,AU,BBD,K,NA,NA,1,151930,731888.57999,4713617.17999,AU,NA,1,2,97,98,1,"K,R",R,NA,NA,NA,NA,NA,BBD,finished,9e34c8c3-f4a2-49a0-bcd6-d2660b6bfe06,2024-07-03T17:50:17Z,shuej21,2024-07-15T20:42:51Z,j.bouchard_ufl,-72.1761004945729,42.5401558645054
11692,151934,1520,22,fagugr,4.5,3.67,11.9,AU,BBD,"K,F",NA,NA,2,151934,731886.5,4713617.67099,AU,NA,1,2,92,96,1,"K,R",R,NA,NA,NA,NA,NA,BBD,finished,446297a7-6365-40ad-bd6d-072bf2ca6aeb,2024-07-03T17:50:17Z,shuej21,2024-07-15T20:44:43Z,j.bouchard_ufl,-72.1761255961969,42.5401609047366
11705,151978,1521,11,fagugr,2.46,2.86,36.1,AU,BBD bad,"R,DF,W,K",1,3,3,151978,731874.45999,4713626.85599,AU,3,3,3,28,36,1,"B,W,R,K,DF",DF,NA,NA,NA,NA,NA,BBD real bad,finished,82d52951-f5f2-4717-82d3-dad24e43ebea,2024-07-03T17:50:17Z,shuej21,2024-07-15T20:24:34Z,j.bouchard_ufl,-72.1762683178343,42.5402471339946
11709,152017,1521,11,fagugr,4.9,1.75,10.6,AU,BBD and main stem broken off,"B,W,K",2,NA,3,152017,731876.90302,4713625.75201,AU,2,1,3,54,67,1,"B,W,K,DF,R",R,NA,NA,NA,NA,NA,BBD,finished,f6a466cc-f94d-43d0-b1ec-46d5ed7f42b4,2024-07-03T17:50:17Z,shuej21,2024-07-15T20:30:44Z,j.bouchard_ufl,-72.1762390507224,42.5402364710903
11713,152027,1521,12,fagugr,9.25,8.9,14.1,A,NA,NA,NA,NA,NA,152027,731881.25299,4713642.897,A,NA,NA,NA,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,a8b009fc-274f-471c-b9ed-086f1509d9cc,2024-07-03T17:50:17Z,shuej21,2024-07-15T19:55:06Z,j.bouchard_ufl,-72.1761791842969,42.5403893833175
11720,152043,1521,12,fagugr,1.42,0.6,11,AU,BBD,K,NA,NA,2,152043,731873.42099,4713634.60101,AU,NA,NA,2,98,99,1,K,K,NA,NA,NA,NA,NA,BBD,finished,a3c0359e-5003-42c2-bb30-b52792dc40ce,2024-07-03T17:50:17Z,shuej21,2024-07-15T20:18:27Z,j.bouchard_ufl,-72.1762778139252,42.5403171113271
11730,152098,1522,11,fagugr,0.1,4.28,10,A,NA,NA,NA,NA,NA,152098,731872.103,4713648.276,A,NA,NA,NA,99,99,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,daae2bfd-b5c0-45a1-a006-9a7445ac052f,2024-07-03T17:50:17Z,shuej21,2024-07-15T19:43:33Z,j.bouchard_ufl,-72.1762882990612,42.540440510842
11733,152117,1522,11,fagugr,3.79,2.54,11.5,A,NA,NA,NA,NA,NA,152117,731875.79199,4713646.53799,A,NA,NA,NA,97,98,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,e527f89c-f995-465a-a94a-096fe3a60662,2024-07-03T17:50:17Z,shuej21,2024-07-15T19:44:52Z,j.bouchard_ufl,-72.1762441324919,42.5404237712585
11772,152218,1523,22,fagugr,3.19,3.29,28.2,DS,NA,NA,NA,NA,NA,152218,731885.19199,4713677.29199,DS,NA,NA,NA,0,14,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,60e815f8-797b-4d1e-9854-4d3c84b3adb4,2024-07-03T17:50:17Z,shuej21,2024-07-15T18:31:07Z,j.bouchard_ufl,-72.1761173200182,42.5406975794747
11782,152267,1523,21,fagugr,4.84,3.09,20.7,AU,BBD,"DF,K,R",NA,2,3,152267,731886.836,4713667.09399,AU,NA,2,3,89,98,2,"DF,K,R",R,NA,NA,NA,NA,NA,BBD,finished,b1fb9410-0be8-4a73-99b7-25cac9b0fcf3,2024-07-03T17:50:17Z,shuej21,2024-07-15T19:34:20Z,j.bouchard_ufl,-72.1761014602619,42.5406053568789
11790,152308,1524,11,fagugr,8.05,1.58,24.4,A,NA,NA,NA,NA,NA,152308,731880.05399,4713685.577,A,NA,NA,NA,99,99,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,a0888775-19ad-4f9f-a708-0e6737066394,2024-07-03T17:50:17Z,shuej21,2024-07-15T18:10:21Z,j.bouchard_ufl,-72.1761764561134,42.5407736435711
11809,152369,1525,11,fagugr,6.28,6.13,11.7,A,NA,NA,NA,NA,NA,152369,731878.28101,4713710.134,A,NA,NA,NA,99,99,3,NA,NA,NA,NA,NA,NA,NA,NA,finished,f6bcd57b-8977-48c6-9c8d-3b3705861a50,2024-07-03T17:50:17Z,shuej21,2024-07-15T17:52:10Z,j.bouchard_ufl,-72.1761880605502,42.5409950616955
11811,152371,1525,11,fagugr,9.46,1.41,14.2,AU,Main stem broken off,"B,W,R",3,3,NA,152371,731881.461,4713705.41101,AU,3,3,NA,36,38,1,"B,W,R",R,NA,NA,NA,NA,NA,NA,finished,5c1f0445-3270-4efc-b52e-3e259b4e099c,2024-07-03T17:50:17Z,shuej21,2024-07-15T17:49:17Z,j.bouchard_ufl,-72.1761512960989,42.5409516255963
11846,160123,1601,22,fagugr,8.42,5.15,10.1,AU,Bbd,"K,DF",NA,NA,3,160123,731910.423,4713239.1494,AU,NA,NA,2,97,97,1,"I,F,K",I,NA,NA,NA,NA,NA,BBD,finished,b70f574f-5dfb-4fb6-869f-77531af75e0c,2024-07-03T17:50:17Z,shuej21,2024-07-17T13:13:51Z,mageel_ufl,-72.17598815845,42.5367489795525
11930,160803,1604,22,fagugr,2.95,9.73,13.5,DS,NA,"K,W,R,B",3,3,3,160803,731904.952,4713303.7296,AU,2,3,2,90,90,1,"B,W,F,K,R",R,NA,NA,NA,NA,NA,Unreal. Broken but attached and alive for now,finished,e5d8a64b-69f1-40d7-bb5e-75cbcc67feb4,2024-07-03T17:50:17Z,shuej21,2024-07-26T19:17:55Z,mageel_ufl,-72.176028506281,42.5373315104433
11931,160806,1604,22,fagugr,6.89,7.87,10.8,AU,Bbd,K,NA,NA,1,160806,731908.89099,4713301.8662,AU,NA,NA,1,94,97,3,"K,I,F",F,NA,NA,NA,NA,NA,BBD,finished,903ce0bc-06fc-4897-896f-af5f390c69f7,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:37:47Z,mageel_ufl,-72.1759813528134,42.5373135679939
11933,160809,1604,22,fagugr,9.65,7.84,15,AU,NA,K,NA,NA,2,160809,731911.64999,4713301.8439,AU,NA,NA,2,68,94,3,"K,I,F",F,NA,NA,NA,NA,NA,BBD,finished,d15b0526-0271-4259-97b1-93fb01ef4e33,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:41:56Z,mageel_ufl,-72.1759478043308,42.5373125400444
11940,160836,1604,21,fagugr,7.52,7.29,19.3,AU,NA,K,NA,NA,3,160836,731909.521,4713291.291,AU,NA,NA,2,90,95,3,"K,I,F",F,NA,NA,NA,NA,NA,BBD,finished,3dfe62a9-be47-4055-9462-fca61c0a2e5a,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:43:46Z,mageel_ufl,-72.1759779796395,42.5372182565468
11952,160871,1605,11,fagugr,9.03,0.41,11.3,A,Is acerru not fagus,NA,NA,NA,NA,160871,731901.02802,4713304.4068,A,NA,NA,NA,97,97,3,NA,NA,NA,NA,NA,NA,NA,NA,finished,d0df827f-275c-46ea-ba48-8dff805044d9,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:28:21Z,mageel_ufl,-72.1760759588876,42.5373387788978
11953,160872,1605,11,fagugr,8.67,0.13,11.2,AU,NA,K,NA,NA,3,160872,731900.66599,4713304.132,AU,NA,2,2,18,28,2,"F,K,I,B,R",R,NA,NA,NA,NA,NA,BBD,finished,f4211581-208e-4dd9-b558-8d218924b98d,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:27:25Z,mageel_ufl,-72.1760804729219,42.5373364158725
11958,160893,1605,12,fagugr,2.48,6.84,13.9,AU,NA,"K,W,R",1,1,2,160893,731894.48401,4713320.8368,AU,NA,NA,2,94,97,2,"K,F,I",I,NA,NA,NA,NA,NA,BBD,finished,4767d02d-c8ee-47f8-8cf6-92094f9ebadf,2024-07-03T17:50:17Z,shuej21,2024-07-17T15:09:03Z,mageel_ufl,-72.1761488886139,42.537488527671
12031,161156,1607,12,fagugr,7.18,7.66,21.4,AU,Bbd,K,NA,NA,2,161156,731899.17599,4713361.66299,AU,NA,NA,2,79,96,2,"K,LF,DF",DF,NA,NA,NA,NA,NA,BBD,finished,3c806685-7db9-43e0-8b48-d10f5301197d,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:34:59Z,mageel_ufl,-72.1760752608966,42.5378543458719
12077,161266,1609,11,fagugr,2.62,6.53,20.4,AU,NA,"K,W,R",1,1,1,161266,731894.62,4713390.52901,AU,1,1,2,49,92,2,"K,F,I,DF,W,R",R,NA,NA,NA,NA,NA,BBD,finished,70132cf1-35e0-4737-90a2-8abc8356d5aa,2024-07-03T17:50:17Z,shuej21,2024-07-17T17:19:44Z,mageel_ufl,-72.1761189666301,42.5381153581835
12121,161367,1610,22,fagugr,9.4,8.1,15.8,AU,NA,"K,DF",NA,NA,2,161367,731911.401,4713422.103,AU,NA,NA,2,98,98,1,"F,K,I",I,NA,NA,NA,NA,NA,BBD,finished,37cc4b9e-65c0-4e29-b210-e59233edb43b,2024-07-03T17:50:17Z,shuej21,2024-07-17T18:01:49Z,mageel_ufl,-72.1759020504385,42.5383943280955
12147,161412,1611,12,fagugr,2.13,9.71,10.3,AU,NA,"W,R,K",1,1,1,161412,731894.13,4713443.70599,AU,1,1,NA,97,97,1,"W,R",R,NA,NA,NA,NA,NA,NA,finished,ea4d3ca5-a8bb-4fe6-90a4-030256496f0f,2024-07-03T17:50:17Z,shuej21,2024-07-18T14:30:37Z,mageel_ufl,-72.1761033566054,42.5385938253001
12222,161586,1614,12,fagugr,4.56,7.48,16,AU,NA,K,NA,NA,1,161586,731896.56,4713501.48499,AU,NA,NA,2,72,96,1,"K,LF,DF",DF,NA,NA,NA,NA,NA,BBD,finished,da14fbd9-19f6-4dab-8a74-6eec112dacdd,2024-07-03T17:50:17Z,shuej21,2024-07-18T16:14:01Z,mageel_ufl,-72.1760503631902,42.5391128105182
12270,161734,1616,11,fagugr,1.44,8.19,15.2,AU,NA,K,NA,NA,2,161734,731893.44101,4713532.189,AU,NA,NA,1,75,90,1,"I,K,F",F,NA,NA,NA,NA,NA,BBD,finished,5b71e66a-6436-455b-8c36-ecdbfb4e547d,2024-07-03T17:50:17Z,shuej21,2024-07-18T17:15:20Z,mageel_ufl,-72.1760758448015,42.5393899240055
12333,161866,1617,12,fagugr,2,8.43,NA,DS,NA,NA,NA,NA,NA,161866,731893.99701,4713562.42599,DC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,finished,3e8a8d44-2862-4cf8-b4b4-334bc16a68c2,2024-07-03T17:50:17Z,shuej21,2024-07-18T17:58:14Z,mageel_ufl,-72.1760568166872,42.5396617352084
12334,161868,1617,12,fagugr,4.12,7.61,13.1,AU,NA,"K,W,R",2,2,2,161868,731896.12299,4713561.608,AU,NA,NA,2,93,98,2,"K,I",I,NA,NA,NA,NA,NA,BBD,finished,9102020e-2e57-4c1c-8579-34e037c2a9eb,2024-07-03T17:50:17Z,shuej21,2024-07-18T17:58:52Z,mageel_ufl,-72.1760312892618,42.5396537396101
12336,161874,1617,12,fagugr,7.44,7.88,19.7,AU,NA,K,NA,NA,2,161874,731899.44299,4713561.88199,AU,NA,NA,2,94,96,2,"K,I",I,NA,NA,NA,NA,NA,BBD,finished,7d261795-ecf1-498f-ac0e-a3874741a378,2024-07-03T17:50:17Z,shuej21,2024-07-18T18:01:04Z,mageel_ufl,-72.1759907959037,42.5396552083381
12340,161880,1617,12,fagugr,5.59,4.63,27.2,AU,NA,K,NA,NA,3,161880,731897.59299,4713558.62701,AU,NA,NA,2,90,97,3,"K,LF",F,NA,NA,NA,NA,NA,NA,finished,4324a384-d4c9-4ee1-b76f-8b09490422df,2024-07-03T17:50:17Z,shuej21,2024-07-26T19:20:16Z,mageel_ufl,-72.1760146183267,42.5396264844082
12357,161926,1617,21,fagugr,4.69,6.41,13.1,AU,NA,K,NA,NA,3,161926,731906.69,4713550.41101,AU,NA,NA,3,95,99,2,"K,I",I,NA,NA,NA,NA,NA,BBD,finished,21c1c45e-c61f-49b0-81f4-347035a9c3ea,2024-07-03T17:50:17Z,shuej21,2024-07-18T18:16:47Z,mageel_ufl,-72.1759073019896,42.5395498536616
12363,161956,1621,11,fagugr,1.27,7.87,12.1,AU,Bbd,K,NA,NA,NA,161956,731893.26599,4713631.86801,AU,NA,NA,3,100,100,1,"K,I",I,NA,NA,NA,NA,NA,BBD,finished,7a523111-8aa6-4ded-a89c-8250fb5d77bc,2024-07-03T17:50:17Z,shuej21,2024-07-18T14:41:15Z,jbudoffcorujo_ufl,-72.1760375388412,42.5402865754726
12388,162086,1622,12,fagugr,0.92,1.68,25,DS,NA,NA,NA,NA,NA,162086,731892.91699,4713655.67899,DS,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,finished,49d2834f-5c16-44b8-b259-32e91e0c3511,2024-07-03T17:50:17Z,shuej21,2024-07-18T13:53:42Z,jbudoffcorujo_ufl,-72.176032124695,42.5405008563049
12394,162097,1622,12,fagugr,5.74,3.66,13.6,A,NA,NA,NA,NA,NA,162097,731897.73999,4713657.655,A,NA,NA,NA,100,100,2,NA,NA,NA,NA,NA,NA,NA,NA,finished,7d49355b-22ed-4065-bb60-59f102fa19ca,2024-07-03T17:50:17Z,shuej21,2024-07-18T13:59:20Z,jbudoffcorujo_ufl,-72.1759726580198,42.5405171835176
12413,162138,1623,11,fagugr,2.35,3.77,23.9,DS,NA,NA,NA,NA,NA,162138,731894.349,4713667.771,DS,NA,NA,NA,0,30,3,NA,NA,NA,NA,NA,NA,NA,BBD,finished,f2a0a3fc-c425-4eb6-ab08-7bb0b2bf91f4,2024-07-03T17:50:17Z,shuej21,2024-07-18T13:44:20Z,jbudoffcorujo_ufl,-72.1760098006619,42.5406091924573
12440,162176,1624,11,fagugr,6.41,3.21,19.2,A,NA,NA,NA,NA,NA,162176,731898.41101,4713687.20999,A,NA,NA,NA,100,100,3,NA,NA,NA,NA,NA,NA,NA,NA,finished,3c8db18e-eea4-4ecf-a353-c48bec0c1c5b,2024-07-03T17:50:17Z,shuej21,2024-07-17T18:54:23Z,jbudoffcorujo_ufl,-72.1759525070113,42.5407828251066
12454,162203,1624,21,fagugr,7.89,3.11,17.3,A,NA,NA,NA,NA,NA,162203,731909.89401,4713687.108,AU,1,1,NA,100,100,2,"W,R",R,NA,NA,NA,NA,NA,"Wrong species, should be acerru",finished,09dac679-3f76-41e3-bc7d-a95c6978d93d,2024-07-03T17:50:17Z,shuej21,2024-07-17T19:08:19Z,jbudoffcorujo_ufl,-72.1758128737819,42.540778462686
12572,170750,1703,21,fagugr,1.83,8.43,15.2,AU,NA,"F,DF",NA,NA,NA,170750,731923.83499,4713272.4288,AU,NA,NA,NA,86,98,3,"DF,LF",LF,NA,NA,NA,NA,NA,BLD,finished,eb1fd71b-77bc-46df-8f39-fb310e20b22e,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:35:41Z,j.bouchard_ufl,-72.1758115316989,42.5370442995756
12583,170806,1704,11,fagugr,8.53,6.98,19.5,AU,NA,"F,K,DF",NA,NA,2,170806,731920.534,4713290.9783,AU,NA,NA,1,85,96,3,"K,LF,DF",DF,NA,NA,NA,NA,NA,NA,finished,725d50c9-fb28-407d-bc26-42c7c73ce977,2024-07-03T17:50:17Z,shuej21,2024-07-17T15:11:11Z,j.bouchard_ufl,-72.1758441567134,42.5372121398072
12609,170920,1705,11,fagugr,7.79,7.21,23.9,AU,NA,"K,F",NA,NA,3,170920,731919.793,4713311.2116,AU,NA,NA,3,95,97,3,K,K,NA,NA,NA,NA,NA,BBD,finished,0851a80c-d8b9-4c4e-8932-0daa5a40de8f,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:09:12Z,j.bouchard_ufl,-72.1758449616039,42.5373943582879
12628,170999,1705,22,fagugr,9.46,2.59,15.5,DS,NA,"K,F,DF",NA,NA,3,170999,731931.461,4713316.5902,AU,NA,NA,3,17,91,2,"DF,K",K,NA,NA,NA,NA,NA,Alive,finished,c79ffc1a-b6a1-405c-ad12-4bbb5e876a05,2024-07-03T17:50:17Z,shuej21,2024-07-25T12:40:54Z,j.bouchard_ufl,-72.1757008628491,42.5374392371795
12643,171098,1706,12,fagugr,6.13,0.83,22.8,AU,NA,F,NA,NA,NA,171098,731918.12799,4713334.825,AU,NA,NA,1,98,99,3,"I,K",K,NA,NA,NA,NA,NA,BBD bug,finished,84128df4-cd19-45fc-8676-bbc2cc96b80c,2024-07-03T17:50:17Z,shuej21,2024-07-17T16:29:28Z,j.bouchard_ufl,-72.1758556344877,42.5376072570509
12681,171233,1707,21,fagugr,4.95,8.62,18.9,AU,NA,"F,DF",NA,NA,NA,171233,731926.953,4713352.62,AU,NA,NA,NA,89,97,1,"LF,DF",DF,NA,NA,NA,NA,NA,BBD & BLD,finished,8780547d-75be-45ee-80b4-13f41502e474,2024-07-03T17:50:17Z,shuej21,2024-07-17T17:35:39Z,j.bouchard_ufl,-72.1757410777295,42.5377646727153
12688,171244,1708,11,fagugr,5.61,6.14,20,AU,NA,"K,F,DF",NA,NA,2,171244,731917.61301,4713370.14301,AU,NA,NA,2,4,86,1,"K,DF",DF,NA,NA,NA,NA,NA,BBD,finished,1cd1a0b0-f86c-4088-b514-d9630c351bb6,2024-07-03T17:50:17Z,shuej21,2024-07-25T12:44:31Z,j.bouchard_ufl,-72.1758475712097,42.5379250917109
12717,171291,1708,21,fagugr,6.52,2.13,11.3,AU,NA,"K,F",NA,NA,3,171291,731928.52399,4713366.127,AU,NA,NA,3,94,98,1,K,K,NA,NA,NA,NA,NA,BBD. Bent,finished,8f3e1f13-d643-4e0c-98ba-70cacc2a27a5,2024-07-03T17:50:17Z,shuej21,2024-07-25T12:45:21Z,j.bouchard_ufl,-72.1757164899418,42.5378856950746
12858,171608,1714,11,fagugr,5.64,7.42,10.8,A,NA,NA,NA,NA,NA,171608,731917.642,4713491.42401,AU,NA,NA,NA,97,100,1,I,I,NA,NA,NA,NA,NA,BBD,finished,49dbada8-4cb3-4940-b4bb-f8ee51572938,2024-07-03T17:50:17Z,shuej21,2024-07-18T15:22:20Z,j.bouchard_ufl,-72.1757980192404,42.5390159887275
12900,171735,1715,12,fagugr,3.68,2.52,11,AU,NA,"K,B,W",2,NA,1,171735,731915.67499,4713516.522,AU,2,NA,1,80,92,1,"DF,LF,W,K,I",I,NA,NA,NA,NA,NA,Early BBD,finished,d61e851a-8983-403f-9e26-33185a7dfd59,2024-07-03T17:50:17Z,shuej21,2024-07-18T16:06:58Z,j.bouchard_ufl,-72.1758117625659,42.539242331602
13118,180341,1802,21,fagugr,5.84,1.49,11,A,NA,NA,NA,NA,NA,180341,731947.84,4713245.4851,AU,NA,NA,NA,100,100,2,LF,LF,NA,NA,NA,NA,NA,BLD,finished,a149d0cf-94ff-42c6-8a1a-29c205d6d1cb,2024-07-03T17:50:17Z,shuej21,2024-07-17T14:33:37Z,johnson.daniel_ufl,-72.1755304937622,42.5367947432299
13132,180447,1803,22,fagugr,7.83,5.85,19.4,A,NA,NA,NA,NA,NA,180447,731949.82599,4713279.8457,AU,NA,NA,1,78,87,2,"I,K",K,NA,NA,NA,NA,NA,Has beech leaf disease but not enough to code,finished,f95df02b-f0a7-468b-9108-d138bf179948,2024-07-03T17:50:17Z,shuej21,2024-07-17T15:45:27Z,johnson.daniel_ufl,-72.175492398906,42.5371032159381
